,date,threshold,density,max_clique,clique_size,valid_clique
52,2010-12-31,0.5,0.22857142857142856,"['ADM', 'CNA', 'IHG', 'MRO', 'RBS', 'RIO']",6,True
53,2011-05-31,0.5,0.1761904761904762,"['AZN', 'CRH', 'IHG', 'RBS', 'WPP']",5,True
54,2011-10-31,0.5,0.6428571428571429,"['ADM', 'AHT', 'AZN', 'CCL', 'CNA', 'CRH', 'IHG', 'MRO', 'PRU', 'RBS', 'RIO', 'SVT', 'VOD']",13,True
55,2012-03-31,0.5,0.3761904761904762,"['AHT', 'AZN', 'CCL', 'GSK', 'IHG', 'MRO', 'PRU', 'STAN', 'WPP']",9,True
56,2012-08-31,0.5,0.11904761904761904,"['CRH', 'EVR', 'RBS', 'RIO', 'WPP']",5,True
57,2013-01-31,0.5,0.1523809523809524,"['CRH', 'PRU', 'RIO', 'WPP']",4,False
58,2013-06-30,0.5,0.40476190476190477,"['AZN', 'CRH', 'EVR', 'GSK', 'IHG', 'MRO', 'RIO', 'WPP']",8,True
59,2013-11-30,0.5,0.08571428571428572,"['CCL', 'CNA', 'EVR', 'MRO']",4,False
60,2014-04-30,0.5,0.17142857142857143,"['EVR', 'IHG', 'PRU', 'RBS', 'VOD', 'WPP']",6,False
61,2014-09-30,0.5,0.11428571428571428,"['ADM', 'CNA', 'PRU', 'WPP']",4,False
62,2015-02-28,0.5,0.12380952380952381,"['AHT', 'CCL', 'IHG', 'WPP']",4,False
63,2015-07-31,0.5,0.3,"['AZN', 'CCL', 'CRH', 'EVR', 'PRU', 'RIO', 'TSCO', 'WPP']",8,True
64,2015-12-31,0.5,0.42857142857142855,"['AZN', 'CRH', 'EVR', 'GSK', 'IHG', 'PRU', 'RBS', 'RIO', 'VOD', 'WPP']",10,True
65,2016-05-31,0.5,0.2714285714285714,"['CRH', 'EVR', 'IHG', 'PRU', 'RBS', 'WPP']",6,False
66,2016-10-31,0.5,0.05238095238095238,"['RIO', 'STAN']",2,False
67,2017-03-31,0.5,0.06666666666666667,"['CNA', 'CRH', 'EVR', 'PRU', 'RIO']",5,False
68,2017-08-31,0.5,0.1,"['CCL', 'EVR', 'VOD']",3,False
69,2008-06-30,0.6000000000000001,0.12380952380952381,"['AHT', 'CCL', 'CNA', 'EVR', 'PRU']",5,False
70,2008-11-30,0.6000000000000001,0.3476190476190476,"['CCL', 'CNA', 'CRH', 'IHG', 'MRO', 'STAN']",6,True
71,2009-04-30,0.6000000000000001,0.14761904761904762,"['IHG', 'MRO', 'PRU', 'RIO', 'WPP']",5,False
72,2009-09-30,0.6000000000000001,0.11428571428571428,"['MRO', 'RIO', 'VOD', 'WPP']",4,False
73,2010-02-28,0.6000000000000001,0.16666666666666666,"['AHT', 'MRO', 'PRU', 'RBS', 'RIO', 'TSCO']",6,False
74,2010-07-31,0.6000000000000001,0.2761904761904762,"['CNA', 'IHG', 'MRO', 'PRU', 'TSCO', 'WPP']",6,False
75,2010-12-31,0.6000000000000001,0.10476190476190476,"['CRH', 'IHG', 'RIO', 'WPP']",4,False
76,2011-05-31,0.6000000000000001,0.1,"['CRH', 'RIO', 'WPP']",3,False
77,2011-10-31,0.6000000000000001,0.4857142857142857,"['ADM', 'AHT', 'AZN', 'CCL', 'CNA', 'CRH', 'IHG', 'MRO', 'PRU', 'RBS']",10,True
78,2012-03-31,0.6000000000000001,0.22380952380952382,"['ADM', 'CCL', 'GSK', 'IHG', 'PRU', 'WPP']",6,True
79,2012-08-31,0.6000000000000001,0.047619047619047616,"['EVR', 'RBS', 'RIO', 'WPP']",4,False
80,2013-01-31,0.6000000000000001,0.05238095238095238,"['ADM', 'III', 'PRU']",3,False
81,2013-06-30,0.6000000000000001,0.1761904761904762,"['ADM', 'AZN', 'CRH', 'IHG', 'MRO', 'RIO']",6,False
82,2013-11-30,0.6000000000000001,0.02857142857142857,"['IHG', 'TSCO']",2,False
83,2014-04-30,0.6000000000000001,0.08095238095238096,"['EVR', 'VOD', 'WPP']",3,False
84,2015-02-28,0.6000000000000001,0.04285714285714286,"['ADM', 'MRO', 'RIO']",3,False
85,2015-07-31,0.6000000000000001,0.18095238095238095,"['CRH', 'PRU', 'RBS', 'WPP']",4,False
86,2015-12-31,0.6000000000000001,0.2619047619047619,"['AZN', 'CRH', 'EVR', 'GSK', 'PRU', 'VOD', 'WPP']",7,True
87,2016-10-31,0.6000000000000001,0.023809523809523808,"['RIO', 'STAN']",2,False
88,2017-03-31,0.6000000000000001,0.05714285714285714,"['CNA', 'CRH', 'EVR', 'PRU', 'RIO']",5,False
89,2008-06-30,0.7000000000000002,0.05714285714285714,"['AHT', 'CNA', 'PRU', 'RBS']",4,False
90,2008-11-30,0.7000000000000002,0.12380952380952381,"['CCL', 'CRH', 'IHG', 'MRO']",4,False
91,2009-09-30,0.7000000000000002,0.05714285714285714,"['CNA', 'MRO', 'PRU']",3,False
92,2010-02-28,0.7000000000000002,0.07142857142857142,"['MRO', 'PRU', 'RIO', 'TSCO']",4,True
93,2010-07-31,0.7000000000000002,0.11904761904761904,"['CCL', 'CNA', 'VOD', 'WPP']",4,False
94,2011-10-31,0.7000000000000002,0.30952380952380953,"['ADM', 'AZN', 'CCL', 'CRH', 'MRO', 'PRU', 'RBS', 'RIO']",8,False
95,2012-08-31,0.7000000000000002,0.023809523809523808,"['RBS', 'RIO', 'WPP']",3,True
96,2015-12-31,0.7000000000000002,0.1523809523809524,"['AZN', 'EVR', 'GSK', 'PRU', 'VOD', 'WPP']",6,True
97,2016-05-31,0.7000000000000002,0.0380952380952381,"['EVR', 'PRU', 'RBS']",3,False
98,2017-03-31,0.7000000000000002,0.009523809523809525,"['CNA', 'PRU']",2,False
