,date,threshold,density,frustration_score
91,2014-02-28,0.7000000000000001,0.0007660878447395301,0.0
92,2014-07-31,0.7000000000000001,0.0007660878447395301,0.0
93,2014-12-31,0.7000000000000001,0.004851889683350358,0.0
94,2015-05-31,0.7000000000000001,0.001787538304392237,0.0
95,2015-10-31,0.7000000000000001,0.0012768130745658835,0.0
96,2016-03-31,0.7000000000000001,0.002553626149131767,0.0
97,2016-08-31,0.7000000000000001,0.0015321756894790602,0.0
98,2017-01-31,0.7000000000000001,0.0002553626149131767,0.0
99,2017-06-30,0.7000000000000001,0.0007660878447395301,0.0
100,2007-06-30,0.9000000000000001,0.0007660878447395301,0.0
101,2007-11-30,0.9000000000000001,0.003319713993871297,0.0
102,2008-04-30,0.9000000000000001,0.0010214504596527069,0.0
103,2008-09-30,0.9000000000000001,0.009448416751787538,0.0
